District,MSOA21,MSOACD21,Topic,Indicator,Measure,Source,JSNA Chapter link,Value,Lower CI,Upper CI
Havant,Havant 018,E02006822,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,2.835051546,1.590283368,5.004592758
Eastleigh,Eastleigh 003,E02004714,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,2.836879433,1.444358391,5.497062529
Winchester,Winchester 006,E02004834,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,2.906976744,1.586531302,5.267585198
Test Valley,Test Valley 007,E02004820,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,2.93040293,1.492210272,5.674873338
Winchester,Winchester 005,E02004833,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,2.93255132,1.600556083,5.313188831
Fareham,Fareham 008,E02004734,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,2.941176471,1.605286276,5.328566001
Test Valley,Test Valley 002,E02004815,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,2.941176471,1.650094811,5.189138476
Rushmoor,Rushmoor 005,E02004806,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,2.961275626,1.738608606,5.000023974
Test Valley,Test Valley 010,E02004823,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.003003003,1.639197034,5.438749637
East Hampshire,East Hampshire 011,E02004707,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.010033445,1.591516929,5.620659009
New Forest,New Forest 021,E02004799,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.017241379,1.469087365,6.095934879
New Forest,New Forest 004,E02004782,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.03030303,1.700341984,5.343970539
Rushmoor,Rushmoor 008,E02004809,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.048180924,2.155613523,4.294110698
East Hampshire,East Hampshire 007,E02004703,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.051643192,1.79191766,5.150516162
Test Valley,Test Valley 013,E02004826,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.054989817,1.859952633,4.978896097
Havant,Havant 013,E02004774,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.086419753,1.684960611,5.587291931
New Forest,New Forest 008,E02004786,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.092783505,1.77789284,5.327393799
Test Valley,Test Valley 008,E02004821,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.144654088,1.350538616,7.149421357
East Hampshire,East Hampshire 006,E02004702,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.166226913,1.820324232,5.45199651
Gosport,Gosport 007,E02004747,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.2,1.630236549,6.186240283
Test Valley,Test Valley 004,E02004817,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.205128205,1.750107439,5.798445214
Rushmoor,Rushmoor 002,E02004803,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.225806452,1.854753204,5.5530136
New Forest,New Forest 019,E02004797,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.236245955,1.767188992,5.853750672
Havant,Havant 016,E02004777,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.246753247,1.394636101,7.374580127
Gosport,Gosport 002,E02004742,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.260869565,1.724863959,6.08007635
New Forest,New Forest 005,E02004783,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.278688525,1.790489942,5.929153305
Winchester,Winchester 008,E02004836,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.278688525,1.511147472,6.967409119
Eastleigh,Eastleigh 007,E02004718,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.282275711,1.999018732,5.344387156
Eastleigh,Eastleigh 014,E02004725,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.301886792,1.608465792,6.657535985
Test Valley,Test Valley 017,E02007077,Births and Deaths,Total fertility rate 2019-2023,Total fertility rate,Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,3.302800442,,
Test Valley,Test Valley 006,E02004819,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.311258278,1.80837294,5.986992317
Eastleigh,Eastleigh 013,E02004724,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.327495622,2.140413927,5.138368454
New Forest,New Forest 023,E02004801,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.333333333,1.43204319,7.565179618
Test Valley,Test Valley 009,E02004822,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.370786517,1.783332333,6.280964365
Eastleigh,Eastleigh 006,E02004717,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.372243839,2.311541797,4.895282023
New Forest,New Forest 018,E02004796,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.389830508,1.727500665,6.545238718
Winchester,Winchester 010,E02004838,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.399433428,1.955123764,5.847069095
New Forest,New Forest 014,E02004792,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.448275862,1.936178255,6.068202258
Rushmoor,Rushmoor 012,E02004813,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.472222222,1.896781344,6.272537339
Test Valley,Test Valley 015,E02004828,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.481012658,1.954663168,6.12479561
Basingstoke and Deane,Basingstoke and Deane 002,E02004676,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.496503497,1.910121768,6.315567862
Hart,Hart 002,E02004752,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.550295858,2.042379951,6.102173058
Havant,Havant 008,E02004769,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.562340967,2.133670314,5.890052539
Hart,Hart 009,E02004759,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.584229391,1.958328378,6.470937587
Eastleigh,Eastleigh 011,E02004722,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.623188406,1.9797414,6.539889294
Basingstoke and Deane,Basingstoke and Deane 008,E02004682,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.645833333,2.183959713,6.025956503
East Hampshire,East Hampshire 016,E02006829,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.663003663,2.001627898,6.610326006
New Forest,New Forest 023,E02004801,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,3.689117105,3.118682819,4.333666499
East Hampshire,East Hampshire 013,E02004709,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.713527851,2.224743304,6.136074061
Basingstoke and Deane,Basingstoke and Deane 020,E02004694,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.740648379,2.279771023,6.07941702
New Forest,New Forest 009,E02004787,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.797468354,2.010503251,7.058308625
Basingstoke and Deane,Basingstoke and Deane 009,E02004683,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.80761523,2.450940476,5.870063707
New Forest,New Forest 020,E02004798,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,3.846153846,1.961566936,7.40461612
Havant,Havant 015,E02004776,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,3.974512649,3.310823245,4.732197002
Eastleigh,Eastleigh 001,E02004712,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.035874439,2.137576196,7.490936569
Havant,Havant 019,E02006830,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.04040404,2.502077432,6.461840148
New Forest,New Forest 013,E02004791,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.081632653,2.082496536,7.846103334
Eastleigh,Eastleigh 004,E02004715,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.117647059,2.708736809,6.212586692
Winchester,Winchester 004,E02004832,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.119850187,2.315780341,7.225395125
Gosport,Gosport 008,E02004748,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.15879017,2.762209302,6.21634483
New Forest,New Forest 015,E02004793,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,4.188939145,3.570508419,4.883688142
Hart,Hart 011,E02004761,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.21686747,2.52825833,6.952839964
Eastleigh,Eastleigh 008,E02004719,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.347826087,2.984103868,6.294329514
Basingstoke and Deane,Basingstoke and Deane 016,E02004690,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.404145078,2.76764792,6.939236241
New Forest,New Forest 007,E02004785,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,4.468369573,3.725020725,5.316549113
Eastleigh,Eastleigh 015,E02004726,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.494382022,2.589386241,7.690228609
Winchester,Winchester 011,E02004839,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.501607717,2.700169249,7.41332055
Havant,Havant 006,E02004767,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.516129032,2.708940558,7.436774078
New Forest,New Forest 017,E02004795,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.522613065,2.397331605,8.370417231
Fareham,Fareham 013,E02004739,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,4.55244005,3.868144439,5.322886844
Hart,Hart 008,E02004758,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.597701149,2.849580899,7.337239876
Test Valley,Test Valley 018,E02007078,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.597701149,2.649350988,7.863149186
Fareham,Fareham 014,E02004740,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.663212435,2.472444479,8.623520239
Hart,Hart 006,E02004756,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.665314402,3.128587768,6.903074835
Hart,Hart 007,E02004757,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.739336493,2.594389942,8.502843782
Basingstoke and Deane,Basingstoke and Deane 018,E02004692,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.761904762,2.525190669,8.800931293
Eastleigh,Eastleigh 002,E02004713,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.761904762,2.857457175,7.83328378
New Forest,New Forest 012,E02004790,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.773869347,3.077199447,7.335230107
New Forest,New Forest 017,E02004795,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,4.819865843,4.199840631,5.505632505
Test Valley,Test Valley 017,E02007077,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.838709677,3.515357418,6.626024546
Winchester,Winchester 003,E02004831,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.867256637,3.235946405,7.259250532
New Forest,New Forest 007,E02004785,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.87804878,2.254577425,10.23460314
New Forest,New Forest 016,E02004794,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,4.88325101,4.184573295,5.665205536
Rushmoor,Rushmoor 003,E02004804,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.891304348,3.116076518,7.598559485
Gosport,Gosport 009,E02004749,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,4.945054945,2.623122405,9.129615095
Eastleigh,Eastleigh 001,E02004712,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,4.970779875,4.338335065,5.669481187
Gosport,Gosport 009,E02004749,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,5.01512715,4.316603824,5.794474252
New Forest,New Forest 006,E02004784,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,5.031868501,4.258794818,5.904668175
New Forest,New Forest 016,E02004794,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.084745763,2.697857216,9.379826166
Basingstoke and Deane,Basingstoke and Deane 018,E02004692,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,5.084837938,4.382095243,5.868197924
Havant,Havant 003,E02004764,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.128205128,3.180926587,8.167000615
Hart,Hart 004,E02004754,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.144694534,3.191234269,8.192736239
Havant,Havant 013,E02004774,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.157593123,3.287005663,8.004597924
New Forest,New Forest 015,E02004793,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.161290323,2.638209519,9.853150714
East Hampshire,East Hampshire 008,E02004704,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.172413793,3.159281712,8.357629127
Test Valley,Test Valley 012,E02004825,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.172413793,3.407658628,7.777510133
Winchester,Winchester 009,E02004837,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.177993528,3.212051372,8.244697025
Hart,Hart 010,E02004760,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.186385737,3.697451139,7.229889144
New Forest,New Forest 021,E02004799,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.220883534,3.07617157,8.726267382
Basingstoke and Deane,Basingstoke and Deane 021,E02004695,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.238095238,3.484295736,7.803287823
East Hampshire,East Hampshire 017,E02006838,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.238095238,2.949720013,9.134680722
Fareham,Fareham 005,E02004731,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.243445693,3.148774718,8.6077189
East Hampshire,East Hampshire 009,E02004705,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.263157895,3.467886907,7.911641644
Rushmoor,Rushmoor 011,E02004812,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.263157895,3.311699647,8.266225307
Hart,Hart 003,E02004753,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.335628227,3.78408487,7.473916393
Gosport,Gosport 003,E02004743,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.337078652,3.443050063,8.184698157
Havant,Havant 016,E02004777,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.357142857,2.843692683,9.866545563
New Forest,New Forest 018,E02004796,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,5.387318757,4.747513739,6.089302976
Fareham,Fareham 013,E02004739,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.405405405,2.764146489,10.3030744
Rushmoor,Rushmoor 001,E02004802,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.428571429,3.502539326,8.322377675
Hart,Hart 007,E02004757,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,5.436971406,4.736001045,6.212447418
Fareham,Fareham 003,E02004729,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.47112462,3.488433546,8.481667463
Fareham,Fareham 010,E02004736,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.479452055,3.400607127,8.714482814
Fareham,Fareham 014,E02004740,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,5.48696845,4.745620324,6.311269816
Rushmoor,Rushmoor 007,E02004808,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.504587156,4.09794719,7.357022779
Test Valley,Test Valley 014,E02004827,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.517241379,3.424255846,8.773294141
Winchester,Winchester 007,E02004835,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.542725173,3.752662426,8.114677034
Hart,Hart 005,E02004755,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.574912892,3.976369058,7.764127887
New Forest,New Forest 001,E02004779,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.602240896,3.655526091,8.494258184
Fareham,Fareham 007,E02004733,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.617977528,3.665877244,8.517671301
Basingstoke and Deane,Basingstoke and Deane 007,E02004681,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.629770992,4.389471852,7.194161574
New Forest,New Forest 010,E02004788,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.641025641,3.178718464,9.817293019
Havant,Havant 004,E02004765,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.668016194,3.405994865,9.287863228
Fareham,Fareham 006,E02004732,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.681818182,3.707874857,8.612628483
East Hampshire,East Hampshire 011,E02004707,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,5.700353697,5.103588271,6.347725708
Test Valley,Test Valley 005,E02004818,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.785123967,3.814628586,8.681630416
Havant,Havant 017,E02004778,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,5.817551677,5.015606492,6.711234613
Winchester,Winchester 012,E02004840,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.847953216,4.126716748,8.225515785
Basingstoke and Deane,Basingstoke and Deane 001,E02004675,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.866666667,3.905843732,8.722515099
Havant,Havant 020,E02006831,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.905511811,3.611127784,9.513781986
Havant,Havant 016,E02004777,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,5.919676722,5.05584063,6.888748549
East Hampshire,East Hampshire 001,E02004697,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.93220339,3.566223885,9.709820623
Fareham,Fareham 011,E02004737,Births and Deaths,% low birthweight at term 2019-2023,% of all term births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.945945946,3.959065406,8.838193349
East Hampshire,East Hampshire 002,E02004698,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,5.970149254,4.044408883,8.729411458
