District,MSOA21,MSOACD21,Topic,Indicator,Measure,Source,JSNA Chapter link,Value,Lower CI,Upper CI
New Forest,New Forest 006,E02004784 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,16.6667,,
New Forest,New Forest 007,E02004785 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,12,,
New Forest,New Forest 008,E02004786 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.5439,,
New Forest,New Forest 009,E02004787 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.2857,,
New Forest,New Forest 010,E02004788 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,13.6364,,
New Forest,New Forest 011,E02004789 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.7949,,
New Forest,New Forest 012,E02004790 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.3673,,
New Forest,New Forest 013,E02004791 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,23.8095,,
New Forest,New Forest 014,E02004792 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,19.5652,,
New Forest,New Forest 015,E02004793 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.2857,,
New Forest,New Forest 016,E02004794 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.5,,
New Forest,New Forest 017,E02004795 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.7059,,
New Forest,New Forest 018,E02004796 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,20.4546,,
New Forest,New Forest 019,E02004797 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.5686,,
New Forest,New Forest 020,E02004798 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.1429,,
New Forest,New Forest 021,E02004799 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,20.5128,,
New Forest,New Forest 022,E02004800 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,20,,
New Forest,New Forest 023,E02004801 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,10.7143,,
Rushmoor,Rushmoor 001,E02004802 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,28.8889,,
Rushmoor,Rushmoor 002,E02004803 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,29.0323,,
Rushmoor,Rushmoor 003,E02004804 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,20.4546,,
Rushmoor,Rushmoor 004,E02004805 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.3913,,
Rushmoor,Rushmoor 005,E02004806 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,20.7547,,
Rushmoor,Rushmoor 006,E02004807 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,23.3333,,
Rushmoor,Rushmoor 007,E02004808 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,22.0779,,
Rushmoor,Rushmoor 008,E02004809 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,28.9157,,
Rushmoor,Rushmoor 009,E02004810 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,30.9091,,
Rushmoor,Rushmoor 010,E02004811 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,25.5814,,
Rushmoor,Rushmoor 011,E02004812 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.1818,,
Rushmoor,Rushmoor 012,E02004813 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,26.087,,
Test Valley,Test Valley 001,E02004814 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.5,,
Test Valley,Test Valley 002,E02004815 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,26.7606,,
Test Valley,Test Valley 004,E02004817 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,20,,
Test Valley,Test Valley 005,E02004818 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.9655,,
Test Valley,Test Valley 006,E02004819 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.4286,,
Test Valley,Test Valley 007,E02004820 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.0732,,
Test Valley,Test Valley 008,E02004821 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,12.5,,
Test Valley,Test Valley 009,E02004822 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.4211,,
Test Valley,Test Valley 010,E02004823 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.2857,,
Test Valley,Test Valley 011,E02004824 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.3913,,
Test Valley,Test Valley 012,E02004825 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,12.6761,,
Test Valley,Test Valley 013,E02004826 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,13.1148,,
Test Valley,Test Valley 014,E02004827 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,12.9032,,
Test Valley,Test Valley 015,E02004828 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.2857,,
Test Valley,Test Valley 016,E02007076 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.4286,,
Test Valley,Test Valley 017,E02007077 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.4286,,
Test Valley,Test Valley 018,E02007078 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.4286,,
Winchester,Winchester 001,E02004829 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,10.5263,,
Winchester,Winchester 002,E02004830 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.7059,,
Winchester,Winchester 003,E02004831 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,12.8205,,
Winchester,Winchester 004,E02004832 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,15.3846,,
Winchester,Winchester 005,E02004833 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,11.1111,,
Winchester,Winchester 006,E02004834 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.2857,,
Winchester,Winchester 007,E02004835 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,5.5556,,
Winchester,Winchester 008,E02004836 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,22.2222,,
Winchester,Winchester 009,E02004837 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,10.3448,,
Winchester,Winchester 010,E02004838 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,13.0435,,
Winchester,Winchester 011,E02004839 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,11.3208,,
Winchester,Winchester 012,E02004840 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,12.6761,,
Winchester,Winchester 013,E02004841 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,19.2308,,
Winchester,Winchester 014,E02004842 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.0526,,
